place_name,rating,review_text,published_at_date,is_local_guide,have_responded,visited_on,wait_time,reservation_recommended
Thredbo,1.0,Absolutely criminal pricing for lift passes during snow season. You should be ashamed.,2025-08-18 09:28:54,1,0,,,
Thredbo,5.0,,2025-08-17 10:46:41,0,0,,,
Thredbo,5.0,,2025-08-17 08:14:33,1,0,,,
Thredbo,2.0,"Staff really no friendly, all of them looking like living the worst day ever",2025-08-17 02:05:03,0,0,,,
Thredbo,5.0,,2025-08-16 04:28:44,0,0,,,
Thredbo,4.0,,2025-08-15 13:18:20,1,0,,,
Thredbo,5.0,,2025-08-15 08:28:14,0,0,,,
Thredbo,5.0,,2025-08-15 04:57:47,1,0,,,
Thredbo,5.0,,2025-08-14 13:34:04,0,0,,,
Thredbo,5.0,,2025-08-14 10:41:52,1,0,,,
Thredbo,5.0,Nice rooms and batter service,2025-08-14 03:20:15,0,0,,,
Thredbo,5.0,Went to Friday Flat which is a ski resort just before Perisher and offers some good beginner terrain.. My kid took ski lessons there by really friendly instructors and kept a watch out for him falling over and gave him extra instructions and support. As a result my kid learnt how to ski in just 1 lesson.. pretty happy! Snow was great but very crowded!,2025-08-13 11:34:15,0,0,,,
Thredbo,5.0,,2025-08-13 11:03:42,0,0,,,
Thredbo,4.0,,2025-08-12 11:05:52,0,0,,,
Thredbo,5.0,Blue-bird day with clear skies and corduroy groomed runs,2025-08-12 07:45:35,1,0,,,
Thredbo,3.0,,2025-08-12 05:07:17,0,0,,,
Thredbo,5.0,,2025-08-11 15:50:55,1,0,,,
Thredbo,4.0,,2024-07-25 06:22:06,1,0,,,
Thredbo,5.0,,2025-08-11 06:51:44,1,0,,,
Thredbo,4.0,,2025-08-11 03:41:52,1,0,,,
Thredbo,5.0,Leaving a review to shoutout the two lifties (Sam and James) manning the Alpine coaster on Tuesday August 11th. Excellent service and promptly sorted us with an issue we had the previous day!,2025-08-11 02:02:48,1,0,,,
Thredbo,5.0,,2025-08-10 22:26:20,1,0,,,
Thredbo,5.0,,2025-08-10 10:18:21,1,0,,,
Thredbo,5.0,,2025-08-10 09:14:29,0,0,,,
Thredbo,4.0,Re skiing - not bad if you've got the money for it but the map isn't the best and the run markings aren't either. May need to be there early to park in the main car park if it's a busy day,2025-08-10 04:52:15,1,0,,,
Thredbo,5.0,"Staffs are very kind, friendly and nice",2025-08-09 20:45:11,1,0,,,
Thredbo,5.0,,2025-08-09 08:32:18,1,0,,,
Thredbo,5.0,,2025-08-09 05:56:11,1,0,,,
Thredbo,5.0,,2025-08-09 01:43:00,1,0,,,
Thredbo,4.0,,2025-08-07 23:41:18,0,0,,,
Thredbo,5.0,,2025-08-07 10:21:40,1,0,,,
Thredbo,5.0,"i had a snowboarding lesson with my sister and i but we messed up the times luckily the staff were chill about it and allowed us to still do the lesson! Not only this but our teacher Jake! was the goat he was very chill and easy to talk to, i definitely felt wayyy more confident in snowboarding after the lesson! + the group we were in for the lesson were extremely funny!!! :) Shoutout jake we love you bro  give this man a pay rise he deserves it",2025-08-06 22:49:22,0,0,,,
Thredbo,5.0,,2025-08-06 05:58:21,1,0,,,
Thredbo,5.0,"I went to the park for the activities, but I wasn't staying at the hotel, so don't know about the rooms. But the place in general it's very nice, and I was quite surprised with vegan options at the local pub besides chips.",2025-08-06 05:20:44,1,0,,,
Thredbo,1.0,"No spaces for nothing, impossible to park the car. More than 3 hours driving around and NOTHING.",2025-08-06 00:46:24,1,0,,,
Thredbo,3.0,,2025-08-05 22:36:37,1,0,,,
Thredbo,5.0,Wow. Great experience and wonderful time. Plenty of parking and restaurants,2025-08-05 09:46:10,1,0,,,
Thredbo,1.0,"Worst experience I ever had in this resort.

During peak season timings they expect us to be before 8am in mornings to have best possible coverage for 12-3pm pass session.

If you really want us to be early, make sure to ""REMOVE"" passes saying 12pm-3pm on website, and also never release tickets and overbook.",2025-08-05 07:35:37,1,0,,,
Thredbo,5.0,,2025-08-05 06:46:47,1,0,,,
Thredbo,5.0,Must visit for ride coaster and gandola. Nice snowy atmosphere.,2025-08-05 05:18:51,0,0,,,
Thredbo,3.0,,2025-07-27 11:37:45,0,0,,,
Thredbo,1.0,"A systematic SCAM - AVOID!
Booked ski lessons plus ski lift pass, Travelled from Sydney, stayed the night in Canberra to split travel over 2 days, only to reach the front of the line and be turned back saying the road was closed. No Signage, no warning - just hours of long queues and they turn you back. They want you to buy the overpriced rubbish accommodation to allow entry and will not honour the ridiculously expensive activity bookings.
Was advised by the road officer that the closure was requested by the same business and that I should get a full refund. However, they are palming off any responsibility of the closure and only offering a credit. It's beyond imagination how many visitors they must have had and the amount money they must be making if they have had to close the roads, and they still want to keep the money from people who have not even been allowed entry - shameful.
I am definitely not up for spending another 2 days and another excess of thousand $ to utilise any credit they have to offer. Additionally, we had also rented all the skii/ snow play gear which is now a total waste. There is absolutely no snow at all before the park entrance, unsure after that.
There has been no communication from the business regarding the closure. Infact, when I reached out, I was advised that these closures are very common and I am surprised to see how poorly this is being managed.
Do yourselves a favour and look away from this place - it's absolute rubbish - ruined the entire holiday after all the time and money spent!",2025-08-04 07:18:51,0,0,,,
Thredbo,1.0,"I've been skiing at Thredbo before and bought lift passes previously without issue. This year, I once again bought my passes online and uploaded them to the same plastic card I already had--a card I had to purchase separately in the past, which frankly is already an unnecessary cost.

But things took a turn for the worse.

In the afternoon, my son's pass stopped working out of nowhere. The card was in perfect condition--no bending, no visible damage. At the Merritts lift, we were told we'd need to get a new one. Assuming it was a simple swap (as it should be), we headed down to Guest Services.

To my disbelief, they refused to replace the faulty card for free, saying, ""Oh, old ones sometimes stop working.""
What the heck?! That's not my fault if the cards they issue are unreliable! Why should I have to pay another $5 to replace a broken card, especially when we've already paid a premium for the lift passes?

This kind of nickel-and-diming for something clearly outside the customer's control is ridiculous. At these prices, you'd expect basic customer service--not having to pay for the resort's poor-quality infrastructure.

Next time, I'll happily spend a little more to ski overseas for a longer, better experience. Thredbo seriously needs to rethink how it treats its customers. This left a bad taste.",2025-08-04 03:50:20,0,0,,,
Thredbo,1.0,"The worst experience and frustration, from rude staff with no consideration/ compassion for the people, and this place is a scam , paid $320 ,  the place was overbooked and car park was full, but didn't get a refund, only a credit card, after travelling all the way from Canberra, only to be told car park full so road is closed: never sent any message email although they knew car park was full , didn't care for people coming from far",2025-08-03 11:52:15,0,0,,,
Thredbo,5.0,"Love this pub, always great food & friendly service",2025-08-03 08:48:04,1,0,,,
Thredbo,5.0,,2025-08-03 06:32:47,0,0,,,
Thredbo,1.0,"Drove from Canberra, got just out of thredbo to be told there was no carparks!!should have been signs at Jindabyne!!PISSED OFF!!!",2025-08-03 04:39:55,0,0,,,
Thredbo,5.0,,2025-08-02 09:20:40,1,0,,,
Thredbo,5.0,,2025-08-02 08:05:18,0,0,,,
Thredbo,5.0,,2025-08-02 03:29:40,1,0,,,
Thredbo,5.0,,2025-08-01 20:24:12,1,0,,,
Thredbo,5.0,,2025-08-01 05:21:21,1,0,,,
Thredbo,5.0,,2025-08-01 04:54:00,1,0,,,
Thredbo,1.0,"Was our go to mountain for 25 years. But these changes to season passes with no cheaper passes bought the year before, along with the stupidly mental increase in day passes, along with the failure to sell passes with flexible days, has meant we haven't been down in 3 years. We're starting to look at Japan / NZ now. Or possibly falls creek / VIC resorts. BOOOOO NEW THREDBO!",2025-07-31 07:55:29,1,0,,,
Thredbo,5.0,"Absolutely Epic Days on the Slopes - Thredbo Delivers!
Thredbo Ski Resort is truly in a league of its own, and my recent visit was nothing short of a spectacular 5-star experience! From the moment we hit the slopes, it was clear that the conditions were phenomenal. The snow was incredibly good, offering perfect turns and a fantastic base that made every run a joy.

The runs themselves are just fantastic, catering to all levels with their diverse terrain, from wide-open groomers to challenging steeps and fun tree lines. The sheer vertical drop means you get long, exhilarating descents, maximizing your time on the snow. Beyond the skiing, the atmosphere around the village was just as fantastic - lively, welcoming, and with that undeniable Thredbo buzz. There's always something happening, adding to the overall vibrant energy.

And as the perfect way to cap off an amazing day on the mountain, that donut at the end of the day was a real winner - a sweet, warm reward that hit the spot perfectly! Thredbo consistently offers an unparalleled snow holiday. We absolutely loved it and can't wait to get back up there.",2017-10-08 10:27:58,1,0,,,
Thredbo,5.0,,2025-07-30 03:00:31,0,0,,,
Thredbo,5.0,"Everything was absolutely amazing, but you have to book online for the  or the chairlift wich we missed",2025-07-29 21:34:12,1,0,,,
Thredbo,5.0,,2025-07-29 21:24:55,1,0,,,
Thredbo,5.0,,2025-07-29 06:46:28,1,0,,,
Thredbo,5.0,,2025-07-29 02:21:32,0,0,,,
Thredbo,5.0,,2025-07-28 10:28:18,1,0,,,
Thredbo,5.0,Amazing place to experience snow,2025-07-28 08:28:49,1,0,,,
Thredbo,5.0,Loved it,2025-07-28 04:45:46,1,0,,,
Thredbo,1.0,Refuse for refund because by mistake put wrong email address and didn't get confirmation letter and barcode.,2025-07-27 23:48:09,0,0,,,
Thredbo,2.0,,2025-07-27 21:11:01,0,0,,,
Thredbo,4.0,"Amazing place but extremely expensive, it costs the same as an over seas holiday",2025-07-27 17:48:19,1,0,,,
Thredbo,2.0,"Will not return, such a poorly organised place.
No car parks, have to drive around forever to find one, and if you find one you have to walk a mile to your room.
No tobogganing allowed, which is so ridiculous!
Nothing for children 4 and under to do.
Everything is closed by 6pm, everything seems so hard here!
Went on the gondola to the top, went to the cafe and wow... no seats inside at all.. have to stand for ages hoping someone would leave, unless you want to sit outside in the pouring rain. Ridiculous that there is no share outside to cover, I'm sure in both summer and winter this would be handy as you'd be protected from the sun and rain.
Absolute rip off everywhere you go here.
Have been to Mt Buller and can say that is worth every single cent, our choice of snow holiday will be mt Buller every time. will never return to Thredbo. Absolute crap. A HUGE waste of money.",2025-07-27 13:24:43,0,0,,,
Thredbo,4.0,"Thredbo Ski Resort....great space, easy drive, excellent runs for snowboarding.",2021-01-04 08:35:34,1,0,,,
Thredbo,1.0,"We were told to book tickets online, which we did, but when we arrived, due to strong wind, the ride was cancelled.  We came from far and for the whole family, a voucher to come back next time was offered to us!!!  I think a refund would have been a better option rather.
Very disappointing experience",2025-07-26 10:31:15,1,0,,,
Thredbo,5.0,"Ideal for extreme skiing.
Ski resort",2025-07-26 03:18:03,1,0,,,
Thredbo,5.0,"If you want to experience snowboarding and ski, it would be one of the best. Otherwise, perisher is good for normal family snow trip",2025-07-21 13:33:23,0,0,,,
Thredbo,5.0,We only visited for a few hours but it was snowing while we were there.,2025-07-25 11:04:32,1,0,,,
Thredbo,5.0,,2025-07-25 02:22:10,0,0,,,
Thredbo,5.0,,2025-07-24 04:28:34,1,0,,,
Thredbo,5.0,,2025-07-24 01:41:28,0,0,,,
Thredbo,5.0,,2025-07-24 00:38:57,1,0,,,
Thredbo,4.0,,2025-07-23 21:40:01,1,0,,,
Thredbo,5.0,,2025-07-23 09:23:02,0,0,,,
Thredbo,5.0,,2025-07-23 05:34:27,1,0,,,
Thredbo,4.0,Super ,2025-07-21 03:05:15,0,0,,,
Thredbo,5.0,,2025-07-23 02:53:33,0,0,,,
Thredbo,5.0,,2025-07-22 06:25:10,1,0,,,
Thredbo,5.0,,2025-07-22 06:09:11,0,0,,,
Thredbo,5.0,,2025-07-22 00:50:51,1,0,,,
Thredbo,5.0,"Visited Thredbo for the first time and absolutely loved it - stunning mountain views, friendly atmosphere, and plenty to explore",2025-07-21 11:15:13,1,0,,,
Thredbo,5.0,We absolutely loved Thredbo. Family of 5 didnt find it too expensive. We just got the Gondola to the Gonolda Merrits and hung out in the snow and Cafe. Amazing experience,2025-07-21 10:39:31,1,0,,,
Thredbo,5.0,,2025-07-21 03:44:31,1,0,,,
Thredbo,5.0,"Great Place, Perfect to bring families and staying over in the resort nearby",2025-07-21 02:43:23,0,0,,,
Thredbo,5.0,"Great area to ski, especially",2025-07-20 10:58:33,1,0,,,
Thredbo,5.0,,2025-07-20 10:06:14,1,0,,,
Thredbo,5.0,,2025-07-20 09:39:55,1,0,,,
Thredbo,5.0,,2024-07-20 14:47:59,1,0,,,
Thredbo,3.0,"All is good for the nature loving, heavon for the snow gamers, but there is no good for the non gamers. Gandola and  lifters are there, but they give prefferance to snow gamers. Normal tourist  should  be given better share in gandola and lifter. Good wishes n",2025-07-20 08:50:02,1,0,,,
Thredbo,4.0,"Good fun - snow can be very icy and gets slushy towards the bottom of the mountain, but Thredbo is Australia's best ski resort",2025-07-20 07:12:10,1,0,,,
Thredbo,5.0,,2025-07-20 03:23:02,0,0,,,
Thredbo,5.0,The most friendly Lifties around by far... so good always happy. with some great tunes on the mountain...  cheers guys,2025-07-20 02:31:29,0,0,,,
Thredbo,5.0,"Great spot for everyone! Perfect conditions...
Instagram @ZahrinaArtist",2025-07-20 00:34:58,1,0,,,
Thredbo,5.0,,2025-07-19 22:26:10,1,0,,,
Thredbo,5.0,This was a great experience with snow. Unlimited fun with nature's gift; it's a must-visit place.,2025-07-19 21:35:28,1,0,,,
Thredbo,5.0,,2025-07-19 12:45:53,0,0,,,
Thredbo,5.0,,2025-07-19 07:17:25,0,0,,,
Thredbo,4.0,,2025-07-19 06:17:55,0,0,,,
Thredbo,5.0,First ever experience with the Snow in the heart of snowy mountain - Threadbo. Loved it and will be again travelling there later.,2025-07-19 04:26:58,1,0,,,
Thredbo,5.0,,2025-07-19 04:02:10,0,0,,,
Thredbo,5.0,"Plenty of slopes for all skill levels. John, our instructor for our ski lesson was very patient and a great instructor. The people operating the ski lifts and carpets are all very bubbly and kind. Great experience coming here and would definitely come back.",2025-07-19 03:32:40,1,0,,,
Thredbo,3.0,"Treated Mt Kosciuszko like it was at the same level as Mt Everest, lied to me aswell telling me it would take me almost 10hrs to do the route. Cool place if you ignore the weird staff",2025-07-18 23:55:20,0,0,,,
Thredbo,5.0,,2025-07-18 23:07:49,1,0,,,
Thredbo,2.0,,2025-07-18 12:55:12,0,0,,,
Thredbo,2.0,"They should not allow express payment through paypal/apple pay if it doesn't really work. I initially booked winter pass and paid through express payment (paypal)but apparently, it doesn't get through most of the time so they said to just book again directly to card as they can't do anything about it. But the price has already increased so I had to pay extra unnecessarily. I had wait for an hour to get connected to their service to confirm my booking only to be told to just make another booking. SO overrated and NOT kid friendly activities . ",2025-07-18 04:57:37,0,0,,,
Thredbo,5.0,,2025-07-18 04:42:48,1,0,,,
Thredbo,5.0,Thredbo is amazing!!,2025-07-17 20:11:17,0,0,,,
Thredbo,4.0,"The alpine coaster is the only attraction that feels somewhat worth the money. Unfortunately, tobogganing isn't allowed, which would've been a great family activity. If you're looking for a better experience, head to Perisher Valley instead -- there's more snow, and you can enjoy snowboarding, skiing, tobogganing, and quality time with the whole family.",2025-07-17 15:31:11,1,0,,,
Thredbo,3.0,The place is nice for rides and lessons for ski but it's not a place for bellow 4 years old to play.,2025-07-17 09:25:03,1,0,,,
Thredbo,5.0,,2025-07-17 03:05:48,0,0,,,
Thredbo,5.0,,2025-07-16 19:55:29,1,0,,,
Thredbo,4.0,,2025-07-16 12:21:05,0,0,,,
Thredbo,4.0,,2025-07-16 08:14:40,1,0,,,
Thredbo,5.0,Amazing place in NSW...,2025-07-16 03:45:49,1,0,,,
Thredbo,1.0,Not for the family-friendly if you  do not know how to ski its just robbing place for you,2025-07-16 03:41:14,1,0,,,
Thredbo,5.0,,2025-07-16 03:23:44,1,0,,,
Thredbo,4.0,,2025-07-16 00:37:40,1,0,,,
Thredbo,1.0,Worst service possible!!! Way easier to use the app and not wait for non existent staff member!!!,2025-07-15 09:44:49,0,0,,,
Thredbo,5.0,,2025-07-15 09:08:17,0,0,,,
Thredbo,1.0,,2025-07-14 12:16:43,0,0,,,
Thredbo,5.0,spent dollar 80 per person yet the experience was worth it,2025-07-13 23:56:14,1,0,,,
Thredbo,4.0,"Thredbo is a beautiful and magical place, especially after a heavy snowfall - it really feels like a winter wonderland! My son absolutely loved the Alpine Coaster, which was definitely a highlight of our trip. We tried to book three rides but unfortunately, it was all sold out, and there was only one ride option available - so make sure to book in advance.

The ski area itself is pretty good. We wanted to book a ski lesson at Friday Flat and got there around 12:35 PM for a 1:00 PM session, but were turned away because they require at least 30 minutes of prep time before the lesson starts. Something to keep in mind - get there early!

One thing to note is that Thredbo doesn't have a lot of dedicated areas for snow play with kids. Most of the snow play is either by the roadside or scattered around the ski resort, and unfortunately, tobogganing isn't allowed. On top of that, the Merritts Gondola was shut due to high winds during our visit.

While the snow and scenery were absolutely incredible, the infrastructure just doesn't seem to cope well during the peak school holiday season. Overall, a great experience but definitely one where planning ahead makes a big difference.",2025-07-13 22:37:43,1,0,,,
Thredbo,4.0,,2025-07-13 20:44:12,1,0,,,
Thredbo,3.0,,2025-07-13 18:46:28,1,0,,,
Thredbo,5.0,The best ski resort in NSW,2025-07-13 08:35:52,1,0,,,
Thredbo,5.0,,2025-07-13 05:07:51,1,0,,,
Thredbo,4.0,beautiful place but very very crowded on a holiday,2025-07-12 23:14:18,1,0,,,
Thredbo,5.0,,2025-07-12 22:34:39,0,0,,,
Thredbo,2.0,"Don't buy the winter adventure pass, total rip off and even though we were partly refunded we realised it wasn't the correct amount. They tried saying the children were on a mates rate, which is false they had their own thredbo card. They paid the same as a friend est $55 who was refunded 37.50 while our two kids only got like 26ish back, but they all paid the same amount for the same ticket and pass.
Even with this part refund it works out we spent more then what it would've cost us if we just purchased the roller coaster separately.

The leisure centre is a dump, rock climbing wall falling apart. Gym 15yrs and older only, so not ideal if you have little kids. A couple ping pong tables. Tbh its not worth it, unless you're staying at thredbo for a long time and want that Gym session in, its not worth it. Also the trampoline inside is an extra $16, for a trampoline! Just save your money and skip it, it's not that great. The rest of thredbo is pretty but this was a let down and I wouldn't buy this pass or recommend it.
The merit gondola was also out of order. The main reason we bought the pass.",2025-07-12 12:58:45,1,0,,,
Thredbo,2.0,"Disappointing experience at Thredbo. Poorly managed peak day

We were turned away by staff before even reaching the visitor gate after sitting in a car queue for over an hour, despite holding valid ski day passes. Our family had driven 5.5 hours and spent thousands of dollars on passes, only to be denied entry without warning until we reached the park entry gate

Thredbo seriously needs to reconsider how it manages crowds during peak periods. The car park was full, yet it seemed many people were just there to sightsee or take photos, not ski or snowboard. Meanwhile, paying guests were left stranded and turned away with no alternatives or real explanation.

Staff showed zero empathy as they directed cars away after a long wait, which made an already frustrating situation even worse. If you're going to oversell passes or allow non-skiers to take up ski parking, at the very least, communicate it properly or cap capacity.

You'd think they hadn't been operating for 60 years. What a joke.",2025-07-12 12:46:33,1,0,,,
Thredbo,5.0,"Thredbo is an excellent skiing spot for every ski enthusiast.  It is an excellent place to visit for Canberrans as it's less than three hours away. You can both have a day trip or stay overnight if you wish to thanks to the lodges conveniently located at the sight, which will ofcourse be a little expensive.

For people with low budget their are heaps of motels in Jindabyne which is at a stretch of 30 minutes.

If you haven't bought your skiing gear already don't worry there are heaps of shops that lend them both in Jindabyne and in Thredbo.

To keep yourself warm you will find coffee shops in Thredbo, there are heaps of food options also available in Thredbo .",2018-10-12 08:08:11,1,0,,,
Thredbo,5.0,Absolutely Breathtaking location ans lots of fun activities for the family,2025-07-12 08:45:15,1,0,,,
Thredbo,5.0,"Dropped my phone from the chairlift, patrol staff were extremely helpful, got it back within half hour.  Really appreciate.",2025-07-12 08:06:03,0,0,,,
Thredbo,1.0,"Road closure on Alpine Way before queuing on line for 1 and a half hour, no information on the way. The worst ski service ever.
all ski hires are on the car and waste of our time and money. it took us days to travel there to know the road is closed. We went on Saturday afternoon.
not sure what time is it gonna open.
if you want to secure, you better book a thredbo resort, I think that's why it's cost triple the cost of stay there.",2025-07-12 05:35:41,0,0,,,
Thredbo,5.0,Very good point,2025-07-12 04:48:29,1,0,,,
Thredbo,5.0,,2025-07-12 02:45:22,1,0,,,
Thredbo,5.0,Very good place to spend day with family,2025-07-11 08:58:42,1,0,,,
Thredbo,5.0,Tiff at Thredbo customer service went above and beyond to help. Problem solved and kids had a great time!,2025-07-10 02:00:50,0,0,,,
Thredbo,5.0,,2025-07-10 01:33:19,1,0,,,
Thredbo,5.0,,2025-07-09 09:55:27,1,0,,,
Thredbo,5.0,,2025-07-09 08:45:47,0,0,,,
Thredbo,5.0,,2025-07-09 01:00:08,1,0,,,
Thredbo,5.0,,2025-07-07 03:21:16,1,0,,,
Thredbo,1.0,DIABOLICALLY PRICEY!!! Petty fascility,2025-07-08 08:11:32,0,0,,,
Thredbo,1.0,DONT GET SCAMMED BY PAYING LIFTPASS!!! Just come in with your gear and ski all you want. They will force you to pay $250 for a lift pass,2025-07-08 08:07:29,0,0,,,
Thredbo,1.0,"The worst ski resort weve been skiing in. Way too crowded, price is crazy high. Its a waste of money to come here. Experience was real bad",2025-07-08 06:32:10,0,0,,,
Thredbo,5.0,,2025-07-07 10:19:51,1,0,,,
Thredbo,4.0,,2025-07-07 06:50:48,1,0,,,
Thredbo,5.0,"Awesome ,  lucky it's sunny.",2025-07-07 03:08:46,1,0,,,
Thredbo,5.0,Definitely a place you shouldn't miss if you're in Canberra.,2025-07-06 23:02:16,1,0,,,
Thredbo,5.0,,2025-07-06 13:18:06,0,0,,,
Thredbo,5.0,Amazing,2025-07-06 10:54:52,1,0,,,
Thredbo,5.0,,2025-07-06 02:05:11,1,0,,,
Thredbo,5.0,,2025-07-05 10:06:35,0,0,,,
Thredbo,5.0,"Had a wonderful time with our stay here! 

Spent the time with hubby and friends. If your not good with good weather, wear thick clothes for winter and better rent some pants and shoes, all other supplies at Thredbo rentals. Supper enjoyed riding the coaster and Gondola. We also tried making our own Snowman! haha. They have the best Cinnamon doughnut, you have to try it at (i forgot the name haha) All other snacks and food are available at Friday Flat. CR are on the ground and 2nd floor!

If your looking for a Tour guide or something, we booked the Ozia Tours! Their tourguide is nice and friendly!",2025-07-05 09:53:15,1,0,,,
Thredbo,4.0,,2025-07-05 06:57:26,1,0,,,
Thredbo,5.0,,2025-07-04 09:07:22,1,0,,,
Thredbo,5.0,"So fun just expensive, make sure to rent in jindy or even buy stuff on marketplace, take lots of food. it's just insane the prices of things

The Thredbo staff are all really lovely and the lessons were great, we thoroughly enjoyed our time and didn't have any moment of annoyance",2025-07-04 00:29:26,1,0,,,
Thredbo,5.0,"Thredbo Alpine Village offered a fantastic snowy adventure for my toddler, who loved playing in the snow and riding the gondola. While the tobogganing was not allowed, the overall family-friendly atmosphere and variety of activities made it a memorable short getaway.",2025-07-03 23:55:52,1,0,,,
Thredbo,1.0,,2025-07-03 10:18:39,0,0,,,
Thredbo,5.0,,2025-07-03 05:44:45,1,0,,,
Thredbo,4.0,,2025-07-03 05:24:59,1,0,,,
Thredbo,5.0,,2025-07-02 06:32:42,1,0,,,
Thredbo,5.0,Good to ski and many activities,2025-07-02 05:19:16,1,0,,,
Thredbo,5.0,Thredbo is the best place for serious skiers. Really enjoyed the location and skiing. Kids had great time there as well.,2025-07-01 21:22:39,1,0,,,
Thredbo,3.0,"Thredbo is OK. But the effects of climate change are obvious, and there is a lot of greenwashing about carbon offsets.",2025-07-01 07:59:12,1,0,,,
Thredbo,4.0,"There are places in Australia where you can ski in June, but it's a long way from Sydney to the ski resort, and the ski resort service center is too small, so many things waste my time",2025-07-01 01:57:58,1,0,,,
Thredbo,5.0,,2025-06-30 14:14:33,1,0,,,
Thredbo,4.0,"Had a fantastic time skiing with my 3 kids at Thredbo. Thredboland for the 6-year-old was worth every penny, he loved it. The alpine coaster was a great experience at the end of the ski day. Thredbo is a beautiful spot worth visiting year-round. As a family promoted resort it would be nice to have a family ski pass. There were average snow conditions when we were there, but We would still come back",2025-06-30 12:17:14,1,0,,,
Thredbo,5.0,,2025-06-30 05:20:36,0,0,,,
Thredbo,5.0,,2025-06-30 01:55:08,1,0,,,
Thredbo,5.0,Perfect place to spend a holiday and great for people of all ages! First time this year and I'll definitely be back.,2025-06-29 22:49:01,1,0,,,
Thredbo,5.0,,2025-06-29 11:08:02,0,0,,,
Thredbo,5.0,"Great ski when snow top to bottom.
Not busy
Bluebird day",2025-06-29 04:48:34,1,0,,,
Thredbo,5.0,I was stunning experience playing with snow,2025-06-29 03:25:13,1,0,,,
Thredbo,5.0,,2025-06-28 22:57:18,1,0,,,
Thredbo,5.0,Great day had and fun in the snow. Staff were really helpful and Gondola and Snow Coaster were great fun!,2025-06-28 06:30:18,0,0,,,
